"subject" "lable" "Variable" "value" "dimension" "average"
"5942" 1 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.324970929245283
"5943" 1 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.0198843506265306
"5944" 1 "SITTING" "tGravityAcc" "std" "" -0.927078418723404
"5945" 1 "STANDING" "tGravityAcc" "std" "" -0.981942928867925
"5946" 1 "LAYING" "tGravityAcc" "std" "" -0.79514486386
"5947" 2 "WALKING" "tGravityAcc" "std" "" -0.422544169322034
"5948" 2 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.205977045295833
"5949" 2 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.215586334889362
"5950" 2 "SITTING" "tGravityAcc" "std" "" -0.953081444130435
"5951" 2 "STANDING" "tGravityAcc" "std" "" -0.957874965
"5952" 2 "LAYING" "tGravityAcc" "std" "" -0.972873912916667
"5953" 3 "WALKING" "tGravityAcc" "std" "" -0.328428936551724
"5954" 3 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.333597432542373
"5955" 3 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.0411340078469388
"5956" 3 "SITTING" "tGravityAcc" "std" "" -0.8703017
"5957" 3 "STANDING" "tGravityAcc" "std" "" -0.915143303606557
"5958" 3 "LAYING" "tGravityAcc" "std" "" -0.964218176451613
"5959" 4 "WALKING" "tGravityAcc" "std" "" -0.527679103166667
"5960" 4 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.212012300480769
"5961" 4 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.0819559041111111
"5962" 4 "SITTING" "tGravityAcc" "std" "" -0.9144078448
"5963" 4 "STANDING" "tGravityAcc" "std" "" -0.890976683392857
"5964" 4 "LAYING" "tGravityAcc" "std" "" -0.931292216611111
"5965" 5 "WALKING" "tGravityAcc" "std" "" -0.377178733392857
"5966" 5 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.136736383765957
"5967" 5 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.205422375957447
"5968" 5 "SITTING" "tGravityAcc" "std" "" -0.920939027727273
"5969" 5 "STANDING" "tGravityAcc" "std" "" -0.87977380125
"5970" 5 "LAYING" "tGravityAcc" "std" "" -0.958612786346154
"5971" 6 "WALKING" "tGravityAcc" "std" "" -0.266734167368421
"5972" 6 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.0791508842176471
"5973" 6 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.373611914166667
"5974" 6 "SITTING" "tGravityAcc" "std" "" -0.931572655636364
"5975" 6 "STANDING" "tGravityAcc" "std" "" -0.939310249649123
"5976" 6 "LAYING" "tGravityAcc" "std" "" -0.897326245964912
"5977" 7 "WALKING" "tGravityAcc" "std" "" -0.198554708385965
"5978" 7 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.33474460745098
"5979" 7 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.214544028088723
"5980" 7 "SITTING" "tGravityAcc" "std" "" -0.881957619770833
"5981" 7 "STANDING" "tGravityAcc" "std" "" -0.933590156792453
"5982" 7 "LAYING" "tGravityAcc" "std" "" -0.907039513153846
"5983" 8 "WALKING" "tGravityAcc" "std" "" -0.1804072826
"5984" 8 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.227200254219512
"5985" 8 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.131337867236842
"5986" 8 "SITTING" "tGravityAcc" "std" "" -0.929943615630435
"5987" 8 "STANDING" "tGravityAcc" "std" "" -0.937187185222222
"5988" 8 "LAYING" "tGravityAcc" "std" "" -0.91325033
"5989" 9 "WALKING" "tGravityAcc" "std" "" -0.37942877
"5990" 9 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.400222037142857
"5991" 9 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.265120131365238
"5992" 9 "SITTING" "tGravityAcc" "std" "" -0.8637564342
"5993" 9 "STANDING" "tGravityAcc" "std" "" -0.936105010444444
"5994" 9 "LAYING" "tGravityAcc" "std" "" -0.91512680016
"5995" 10 "WALKING" "tGravityAcc" "std" "" -0.185602396067925
"5996" 10 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.211537480214383
"5997" 10 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.156998205421053
"5998" 10 "SITTING" "tGravityAcc" "std" "" -0.939669591481481
"5999" 10 "STANDING" "tGravityAcc" "std" "" -0.937264537954545
"6000" 10 "LAYING" "tGravityAcc" "std" "" -0.940301654482759
"6001" 11 "WALKING" "tGravityAcc" "std" "" -0.487735915084746
"6002" 11 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.289592148148148
"6003" 11 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.0507743652521739
"6004" 11 "SITTING" "tGravityAcc" "std" "" -0.944581826415094
"6005" 11 "STANDING" "tGravityAcc" "std" "" -0.98030536893617
"6006" 11 "LAYING" "tGravityAcc" "std" "" -0.972891829473684
"6007" 12 "WALKING" "tGravityAcc" "std" "" -0.23697286882
"6008" 12 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.285844036153846
"6009" 12 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.0972608274652174
"6010" 12 "SITTING" "tGravityAcc" "std" "" -0.947517100196078
"6011" 12 "STANDING" "tGravityAcc" "std" "" -0.935232945245902
"6012" 12 "LAYING" "tGravityAcc" "std" "" -0.936542686833333
"6013" 13 "WALKING" "tGravityAcc" "std" "" -0.292546377017544
"6014" 13 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.326339622181818
"6015" 13 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.0156098198829787
"6016" 13 "SITTING" "tGravityAcc" "std" "" -0.937935738571429
"6017" 13 "STANDING" "tGravityAcc" "std" "" -0.968519673859649
"6018" 13 "LAYING" "tGravityAcc" "std" "" -0.947944746612903
"6019" 14 "WALKING" "tGravityAcc" "std" "" -0.36380562779661
"6020" 14 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.0197686685018519
"6021" 14 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.428405922622222
"6022" 14 "SITTING" "tGravityAcc" "std" "" -0.92549582962963
"6023" 14 "STANDING" "tGravityAcc" "std" "" -0.936735577166667
"6024" 14 "LAYING" "tGravityAcc" "std" "" -0.856593119215686
"6025" 15 "WALKING" "tGravityAcc" "std" "" -0.323878324074074
"6026" 15 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.136552217494583
"6027" 15 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.353204008095238
"6028" 15 "SITTING" "tGravityAcc" "std" "" -0.93797790559322
"6029" 15 "STANDING" "tGravityAcc" "std" "" -0.948600432641509
"6030" 15 "LAYING" "tGravityAcc" "std" "" -0.943314107916667
"6031" 16 "WALKING" "tGravityAcc" "std" "" -0.47180926745098
"6032" 16 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.334795080196078
"6033" 16 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.119183740638298
"6034" 16 "SITTING" "tGravityAcc" "std" "" -0.941051236086957
"6035" 16 "STANDING" "tGravityAcc" "std" "" -0.95729449448718
"6036" 16 "LAYING" "tGravityAcc" "std" "" -0.957895927714286
"6037" 17 "WALKING" "tGravityAcc" "std" "" -0.461837866885246
"6038" 17 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.1028777303875
"6039" 17 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.0914076757326087
"6040" 17 "SITTING" "tGravityAcc" "std" "" -0.96506519109375
"6041" 17 "STANDING" "tGravityAcc" "std" "" -0.975377309871795
"6042" 17 "LAYING" "tGravityAcc" "std" "" -0.948257993521127
"6043" 18 "WALKING" "tGravityAcc" "std" "" -0.460346465357143
"6044" 18 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.37184157
"6045" 18 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.229934247036364
"6046" 18 "SITTING" "tGravityAcc" "std" "" -0.981595285964912
"6047" 18 "STANDING" "tGravityAcc" "std" "" -0.972285545479452
"6048" 18 "LAYING" "tGravityAcc" "std" "" -0.986464542615385
"6049" 19 "WALKING" "tGravityAcc" "std" "" -0.0993927171359615
"6050" 19 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.177666828025
"6051" 19 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.413472376589744
"6052" 19 "SITTING" "tGravityAcc" "std" "" -0.951755657260274
"6053" 19 "STANDING" "tGravityAcc" "std" "" -0.962549342465753
"6054" 19 "LAYING" "tGravityAcc" "std" "" -0.963193489036145
"6055" 20 "WALKING" "tGravityAcc" "std" "" -0.156930391921569
"6056" 20 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.198269718823529
"6057" 20 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.172636361444444
"6058" 20 "SITTING" "tGravityAcc" "std" "" -0.937764028181818
"6059" 20 "STANDING" "tGravityAcc" "std" "" -0.910672094794521
"6060" 20 "LAYING" "tGravityAcc" "std" "" -0.939489444558824
"6061" 21 "WALKING" "tGravityAcc" "std" "" -0.299709752173077
"6062" 21 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.278474283829787
"6063" 21 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.264341903711111
"6064" 21 "SITTING" "tGravityAcc" "std" "" -0.971994251294118
"6065" 21 "STANDING" "tGravityAcc" "std" "" -0.956919898202247
"6066" 21 "LAYING" "tGravityAcc" "std" "" -0.942186431444444
"6067" 22 "WALKING" "tGravityAcc" "std" "" -0.161591787478261
"6068" 22 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.158757474833333
"6069" 22 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.133267478527222
"6070" 22 "SITTING" "tGravityAcc" "std" "" -0.924336184035484
"6071" 22 "STANDING" "tGravityAcc" "std" "" -0.939866315079365
"6072" 22 "LAYING" "tGravityAcc" "std" "" -0.909407761152778
"6073" 23 "WALKING" "tGravityAcc" "std" "" -0.209989354570847
"6074" 23 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.271893714117647
"6075" 23 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.230363964351852
"6076" 23 "SITTING" "tGravityAcc" "std" "" -0.924963263235294
"6077" 23 "STANDING" "tGravityAcc" "std" "" -0.9516698575
"6078" 23 "LAYING" "tGravityAcc" "std" "" -0.957871990555555
"6079" 24 "WALKING" "tGravityAcc" "std" "" -0.48106401862069
"6080" 24 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.30685447
"6081" 24 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.0224839122854545
"6082" 24 "SITTING" "tGravityAcc" "std" "" -0.963779683235294
"6083" 24 "STANDING" "tGravityAcc" "std" "" -0.94790101173913
"6084" 24 "LAYING" "tGravityAcc" "std" "" -0.969354834166667
"6085" 25 "WALKING" "tGravityAcc" "std" "" -0.565601466081081
"6086" 25 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.480006649846154
"6087" 25 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.259465249913793
"6088" 25 "SITTING" "tGravityAcc" "std" "" -0.960003414461538
"6089" 25 "STANDING" "tGravityAcc" "std" "" -0.968075629324324
"6090" 25 "LAYING" "tGravityAcc" "std" "" -0.649254767945205
"6091" 26 "WALKING" "tGravityAcc" "std" "" -0.421848313898305
"6092" 26 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.1507071068
"6093" 26 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.14700167906
"6094" 26 "SITTING" "tGravityAcc" "std" "" -0.933602783410256
"6095" 26 "STANDING" "tGravityAcc" "std" "" -0.962697299189189
"6096" 26 "LAYING" "tGravityAcc" "std" "" -0.964355190394737
"6097" 27 "WALKING" "tGravityAcc" "std" "" -0.407355787017544
"6098" 27 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.37994878627451
"6099" 27 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.121176277863636
"6100" 27 "SITTING" "tGravityAcc" "std" "" -0.969526674714286
"6101" 27 "STANDING" "tGravityAcc" "std" "" -0.9663601145
"6102" 27 "LAYING" "tGravityAcc" "std" "" -0.978920176216216
"6103" 28 "WALKING" "tGravityAcc" "std" "" -0.39269402
"6104" 28 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.211928666470588
"6105" 28 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.135465563932609
"6106" 28 "SITTING" "tGravityAcc" "std" "" -0.947782703333333
"6107" 28 "STANDING" "tGravityAcc" "std" "" -0.917658334177215
"6108" 28 "LAYING" "tGravityAcc" "std" "" -0.9545740295
"6109" 29 "WALKING" "tGravityAcc" "std" "" -0.262695063584906
"6110" 29 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.0414696051693878
"6111" 29 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" 0.1344811501875
"6112" 29 "SITTING" "tGravityAcc" "std" "" -0.9692903165
"6113" 29 "STANDING" "tGravityAcc" "std" "" -0.981745712923077
"6114" 29 "LAYING" "tGravityAcc" "std" "" -0.981572147681159
"6115" 30 "WALKING" "tGravityAcc" "std" "" -0.359873411538462
"6116" 30 "WALKING_UPSTAIRS" "tGravityAcc" "std" "" -0.327410815861538
"6117" 30 "WALKING_DOWNSTAIRS" "tGravityAcc" "std" "" -0.0135771208822581
"6118" 30 "SITTING" "tGravityAcc" "std" "" -0.942901466612903
"6119" 30 "STANDING" "tGravityAcc" "std" "" -0.916570441355932
"6120" 30 "LAYING" "tGravityAcc" "std" "" -0.960167907285714
"6121" 1 "WALKING" "tBodyAccJerk" "mean" "" -0.141428809031579
"6122" 1 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.466503446226415
"6123" 1 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0894474807979592
"6124" 1 "SITTING" "tBodyAccJerk" "mean" "" -0.987364195531915
"6125" 1 "STANDING" "tBodyAccJerk" "mean" "" -0.992367790566038
"6126" 1 "LAYING" "tBodyAccJerk" "mean" "" -0.9543962646
"6127" 2 "WALKING" "tBodyAccJerk" "mean" "" -0.281424153881356
"6128" 2 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.321268911041667
"6129" 2 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.00565516335106383
"6130" 2 "SITTING" "tBodyAccJerk" "mean" "" -0.986774713043478
"6131" 2 "STANDING" "tBodyAccJerk" "mean" "" -0.980489077407407
"6132" 2 "LAYING" "tBodyAccJerk" "mean" "" -0.987741696041667
"6133" 3 "WALKING" "tBodyAccJerk" "mean" "" -0.280009317413793
"6134" 3 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.436901159491525
"6135" 3 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.205239246653061
"6136" 3 "SITTING" "tBodyAccJerk" "mean" "" -0.969080752884615
"6137" 3 "STANDING" "tBodyAccJerk" "mean" "" -0.959303840327869
"6138" 3 "LAYING" "tBodyAccJerk" "mean" "" -0.979484593387097
"6139" 4 "WALKING" "tBodyAccJerk" "mean" "" -0.366700879833333
"6140" 4 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.400922254807692
"6141" 4 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.228851413747333
"6142" 4 "SITTING" "tBodyAccJerk" "mean" "" -0.9701322836
"6143" 4 "STANDING" "tBodyAccJerk" "mean" "" -0.963370738392857
"6144" 4 "LAYING" "tBodyAccJerk" "mean" "" -0.970095771666667
"6145" 5 "WALKING" "tBodyAccJerk" "mean" "" -0.288333024071429
"6146" 5 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.247403476914894
"6147" 5 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0637528559361702
"6148" 5 "SITTING" "tBodyAccJerk" "mean" "" -0.969320155681818
"6149" 5 "STANDING" "tBodyAccJerk" "mean" "" -0.956863566071429
"6150" 5 "LAYING" "tBodyAccJerk" "mean" "" -0.980141253846154
"6151" 6 "WALKING" "tBodyAccJerk" "mean" "" -0.195117026052632
"6152" 6 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.207379799254902
"6153" 6 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.10384507225
"6154" 6 "SITTING" "tBodyAccJerk" "mean" "" -0.962733502
"6155" 6 "STANDING" "tBodyAccJerk" "mean" "" -0.967102436140351
"6156" 6 "LAYING" "tBodyAccJerk" "mean" "" -0.954750504912281
"6157" 7 "WALKING" "tBodyAccJerk" "mean" "" -0.192948900438596
"6158" 7 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.458695232352941
"6159" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.170319619372979
"6160" 7 "SITTING" "tBodyAccJerk" "mean" "" -0.976559676458333
"6161" 7 "STANDING" "tBodyAccJerk" "mean" "" -0.973381306226415
"6162" 7 "LAYING" "tBodyAccJerk" "mean" "" -0.980127239615385
"6163" 8 "WALKING" "tBodyAccJerk" "mean" "" -0.0668322430433333
"6164" 8 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.141494613465854
"6165" 8 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.262628490268421
"6166" 8 "SITTING" "tBodyAccJerk" "mean" "" -0.986061512173913
"6167" 8 "STANDING" "tBodyAccJerk" "mean" "" -0.984920797777778
"6168" 8 "LAYING" "tBodyAccJerk" "mean" "" -0.97314748962963
"6169" 9 "WALKING" "tBodyAccJerk" "mean" "" -0.203733615519231
"6170" 9 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.440667540204082
"6171" 9 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.16237608927619
"6172" 9 "SITTING" "tBodyAccJerk" "mean" "" -0.964383757
"6173" 9 "STANDING" "tBodyAccJerk" "mean" "" -0.969524578888889
"6174" 9 "LAYING" "tBodyAccJerk" "mean" "" -0.9633745492
"6175" 10 "WALKING" "tBodyAccJerk" "mean" "" -0.132624992298283
"6176" 10 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.262038042446809
"6177" 10 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.0507010228431579
"6178" 10 "SITTING" "tBodyAccJerk" "mean" "" -0.988054237592593
"6179" 10 "STANDING" "tBodyAccJerk" "mean" "" -0.965163818409091
"6180" 10 "LAYING" "tBodyAccJerk" "mean" "" -0.976234435172414
"6181" 11 "WALKING" "tBodyAccJerk" "mean" "" -0.402333202033898
"6182" 11 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.509587701296296
"6183" 11 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.198206139934783
"6184" 11 "SITTING" "tBodyAccJerk" "mean" "" -0.97935563509434
"6185" 11 "STANDING" "tBodyAccJerk" "mean" "" -0.989242377234043
"6186" 11 "LAYING" "tBodyAccJerk" "mean" "" -0.983330628421053
"6187" 12 "WALKING" "tBodyAccJerk" "mean" "" -0.144064922688
"6188" 12 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.432469300961538
"6189" 12 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.107091019565217
"6190" 12 "SITTING" "tBodyAccJerk" "mean" "" -0.974734489803922
"6191" 12 "STANDING" "tBodyAccJerk" "mean" "" -0.968790683278689
"6192" 12 "LAYING" "tBodyAccJerk" "mean" "" -0.969843834166667
"6193" 13 "WALKING" "tBodyAccJerk" "mean" "" -0.133205034736842
"6194" 13 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.456190454
"6195" 13 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.127926051502128
"6196" 13 "SITTING" "tBodyAccJerk" "mean" "" -0.989497838979592
"6197" 13 "STANDING" "tBodyAccJerk" "mean" "" -0.98680002754386
"6198" 13 "LAYING" "tBodyAccJerk" "mean" "" -0.985467853870968
"6199" 14 "WALKING" "tBodyAccJerk" "mean" "" -0.377293155084746
"6200" 14 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.28366383592037
"6201" 14 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.0353601375466667
"6202" 14 "SITTING" "tBodyAccJerk" "mean" "" -0.976521006111111
"6203" 14 "STANDING" "tBodyAccJerk" "mean" "" -0.972965788166667
"6204" 14 "LAYING" "tBodyAccJerk" "mean" "" -0.972576392941176
"6205" 15 "WALKING" "tBodyAccJerk" "mean" "" -0.320129322962963
"6206" 15 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.316050382083333
"6207" 15 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0372666071540476
"6208" 15 "SITTING" "tBodyAccJerk" "mean" "" -0.986107839152542
"6209" 15 "STANDING" "tBodyAccJerk" "mean" "" -0.981495125660377
"6210" 15 "LAYING" "tBodyAccJerk" "mean" "" -0.979890228194444
"6211" 16 "WALKING" "tBodyAccJerk" "mean" "" -0.363144483529412
"6212" 16 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.48321905
"6213" 16 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.165908810808511
"6214" 16 "SITTING" "tBodyAccJerk" "mean" "" -0.987472699130435
"6215" 16 "STANDING" "tBodyAccJerk" "mean" "" -0.989205231794872
"6216" 16 "LAYING" "tBodyAccJerk" "mean" "" -0.988349656571429
"6217" 17 "WALKING" "tBodyAccJerk" "mean" "" -0.301093269180328
"6218" 17 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.357233897916667
"6219" 17 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.221631694184783
"6220" 17 "SITTING" "tBodyAccJerk" "mean" "" -0.99281471515625
"6221" 17 "STANDING" "tBodyAccJerk" "mean" "" -0.991742753589744
"6222" 17 "LAYING" "tBodyAccJerk" "mean" "" -0.981607627887324
"6223" 18 "WALKING" "tBodyAccJerk" "mean" "" -0.379269262142857
"6224" 18 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.601463948275862
"6225" 18 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.466516044
"6226" 18 "SITTING" "tBodyAccJerk" "mean" "" -0.989869574561404
"6227" 18 "STANDING" "tBodyAccJerk" "mean" "" -0.98596529369863
"6228" 18 "LAYING" "tBodyAccJerk" "mean" "" -0.98832154
"6229" 19 "WALKING" "tBodyAccJerk" "mean" "" 0.109450990201923
"6230" 19 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.114189605875
"6231" 19 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.434490400974359
"6232" 19 "SITTING" "tBodyAccJerk" "mean" "" -0.986423976027397
"6233" 19 "STANDING" "tBodyAccJerk" "mean" "" -0.983068923561644
"6234" 19 "LAYING" "tBodyAccJerk" "mean" "" -0.98478434
"6235" 20 "WALKING" "tBodyAccJerk" "mean" "" -0.0429359302764706
"6236" 20 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.255611242098039
"6237" 20 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0612699838466667
"6238" 20 "SITTING" "tBodyAccJerk" "mean" "" -0.978774578333333
"6239" 20 "STANDING" "tBodyAccJerk" "mean" "" -0.956624899041096
"6240" 20 "LAYING" "tBodyAccJerk" "mean" "" -0.984670073823529
"6241" 21 "WALKING" "tBodyAccJerk" "mean" "" -0.148138991523077
"6242" 21 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.355047693617021
"6243" 21 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0802241799933333
"6244" 21 "SITTING" "tBodyAccJerk" "mean" "" -0.985947225176471
"6245" 21 "STANDING" "tBodyAccJerk" "mean" "" -0.974765161910112
"6246" 21 "LAYING" "tBodyAccJerk" "mean" "" -0.982800330555556
"6247" 22 "WALKING" "tBodyAccJerk" "mean" "" 0.02291996735
"6248" 22 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.0957840344357143
"6249" 22 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.0179784626888889
"6250" 22 "SITTING" "tBodyAccJerk" "mean" "" -0.979303714032258
"6251" 22 "STANDING" "tBodyAccJerk" "mean" "" -0.975876006507936
"6252" 22 "LAYING" "tBodyAccJerk" "mean" "" -0.971169779305556
"6253" 23 "WALKING" "tBodyAccJerk" "mean" "" -0.0670819655881356
"6254" 23 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.311143885098039
"6255" 23 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" 0.112982475627778
"6256" 23 "SITTING" "tBodyAccJerk" "mean" "" -0.982375503382353
"6257" 23 "STANDING" "tBodyAccJerk" "mean" "" -0.978671485441176
"6258" 23 "LAYING" "tBodyAccJerk" "mean" "" -0.987010197361111
"6259" 24 "WALKING" "tBodyAccJerk" "mean" "" -0.399722201034483
"6260" 24 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.488487620508475
"6261" 24 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.263106944836364
"6262" 24 "SITTING" "tBodyAccJerk" "mean" "" -0.985555822352941
"6263" 24 "STANDING" "tBodyAccJerk" "mean" "" -0.977620953913043
"6264" 24 "LAYING" "tBodyAccJerk" "mean" "" -0.985529270555556
"6265" 25 "WALKING" "tBodyAccJerk" "mean" "" -0.538291424594595
"6266" 25 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.679160843538462
"6267" 25 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.50048333137931
"6268" 25 "SITTING" "tBodyAccJerk" "mean" "" -0.989545142461538
"6269" 25 "STANDING" "tBodyAccJerk" "mean" "" -0.984647071216216
"6270" 25 "LAYING" "tBodyAccJerk" "mean" "" -0.962161355890411
"6271" 26 "WALKING" "tBodyAccJerk" "mean" "" -0.290758024915254
"6272" 26 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.404463896363636
"6273" 26 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.1488562664
"6274" 26 "SITTING" "tBodyAccJerk" "mean" "" -0.990898435769231
"6275" 26 "STANDING" "tBodyAccJerk" "mean" "" -0.986985213648649
"6276" 26 "LAYING" "tBodyAccJerk" "mean" "" -0.989970604210526
"6277" 27 "WALKING" "tBodyAccJerk" "mean" "" -0.230500549298246
"6278" 27 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.479067422156863
"6279" 27 "WALKING_DOWNSTAIRS" "tBodyAccJerk" "mean" "" -0.115421210625
"6280" 27 "SITTING" "tBodyAccJerk" "mean" "" -0.989467178285714
"6281" 27 "STANDING" "tBodyAccJerk" "mean" "" -0.985347620125
"6282" 27 "LAYING" "tBodyAccJerk" "mean" "" -0.988372773648649
"6283" 28 "WALKING" "tBodyAccJerk" "mean" "" -0.299223359444444
"6284" 28 "WALKING_UPSTAIRS" "tBodyAccJerk" "mean" "" -0.388086248235294
